selling_price,km_driven,fuel,seller_type,transmission,owner,seats,torque_rpm,mil_kmpl,engine_cc,max_power_new,No_of_years
160000,65000,Petrol,Individual,Manual,Second Owner,5.0,3000,17.92,1086.0,62.1,13
300000,80000,Diesel,Individual,Manual,First Owner,7.0,2700,13.93,2179.0,138.0,12
550000,90000,Diesel,Individual,Manual,Third Owner,8.0,2800,12.05,2179.0,120.0,11
285000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05,8
850000,58000,Diesel,Individual,Manual,First Owner,5.0,2750,19.67,1582.0,126.2,7
700000,19100,Petrol,Individual,Manual,First Owner,5.0,4250,19.0,1194.0,94.68,5
900000,25000,Petrol,Individual,Manual,First Owner,7.0,4400,19.34,1462.0,103.0,5
180000,49455,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,18
220000,100000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,7
120000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,22.3,1248.0,74.0,10
220000,90000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4000,17.0,1197.0,80.0,13
420000,46815,Diesel,Individual,Manual,Second Owner,5.0,1750,22.1,1248.0,76.9,10
160000,110000,Diesel,Individual,Manual,First Owner,5.0,2500,19.4,1405.0,70.0,10
250000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,8
385000,100000,Diesel,Individual,Manual,Third Owner,7.0,1750,20.77,1248.0,88.8,10
318000,80000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.06,9
480000,40000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86,5
330000,70000,Petrol,Individual,Manual,Third Owner,5.0,3500,23.1,998.0,67.04,8
152000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,71.0,12
250000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3,9
248000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,71.0,12
300000,60000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.06,1198.0,75.0,12
550000,50000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,6
650000,30000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73,7
445000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,6
450000,334000,Diesel,Individual,Manual,First Owner,7.0,3400,12.8,2494.0,102.0,13
600000,100000,Diesel,Individual,Manual,First Owner,7.0,2800,17.45,1493.0,100.0,7
495000,175000,Diesel,Individual,Manual,First Owner,5.0,2250,19.01,1461.0,108.45,9
220000,65000,Petrol,Individual,Automatic,Third Owner,5.0,4100,12.6,1586.0,103.3,12
260000,65000,Petrol,Individual,Automatic,Third Owner,5.0,4100,12.6,1586.0,103.3,12
150000,90000,Petrol,Individual,Manual,First Owner,5.0,3000,17.92,1086.0,62.1,14
200000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0,12
1465000,110000,Diesel,Individual,Manual,First Owner,7.0,2800,16.36,2179.0,140.0,5
250000,60000,Petrol,Individual,Automatic,Third Owner,5.0,2500,20.0,1339.0,108.5,15
310000,160000,Diesel,Individual,Manual,First Owner,7.0,2600,14.95,2489.0,93.7,9
600000,100875,Diesel,Individual,Automatic,First Owner,8.0,2800,11.79,2179.0,120.0,13
560000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1,5
500000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14,7
270000,118000,Diesel,Individual,Manual,First Owner,5.0,2750,24.0,1120.0,70.0,10
420000,69000,Diesel,Individual,Manual,Third Owner,5.0,2750,22.32,1582.0,126.32,10
434999,25000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.85,1197.0,83.14,8
400000,100000,Petrol,Individual,Automatic,First Owner,5.0,11375,16.9,1197.0,81.86,8
470000,110000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0,8
480000,60000,Diesel,Individual,Manual,Third Owner,5.0,1900,20.45,1461.0,83.8,8
105000,128000,Petrol,Individual,Manual,First Owner,5.0,3000,0.0,1086.0,62.0,15
325000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,27.28,1047.0,69.0,6
675000,5000,Petrol,Individual,Automatic,First Owner,5.0,11375,20.7,1197.0,81.86,3
170000,90000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.36,1197.0,78.9,14
1250000,90000,Diesel,Individual,Manual,First Owner,5.0,2750,19.67,1582.0,126.2,6
600000,144030,Petrol,Individual,Manual,First Owner,5.0,4300,12.8,2354.0,177.6,11
819999,200000,Diesel,Individual,Manual,First Owner,5.0,1750,25.1,1498.0,98.6,9
650000,29000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,7
105000,90000,LPG,Individual,Manual,Second Owner,5.0,4500,17.3,1061.0,57.5,16
200000,176000,Diesel,Individual,Manual,Second Owner,5.0,2000,17.0,1461.0,66.0,14
200000,150000,Diesel,Individual,Manual,First Owner,5.0,2500,19.09,1396.0,69.0,10
220000,90000,Petrol,Individual,Manual,First Owner,8.0,2500,16.8,796.0,34.2,7
500000,70000,Petrol,Individual,Manual,Second Owner,5.0,3800,15.04,1598.0,103.2,9
175000,99000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.2,1461.0,65.0,16
450000,5000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0,5
210000,90000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,16.52,1991.0,123.7,15
270000,89000,Diesel,Individual,Manual,Second Owner,5.0,4500,21.1,1248.0,73.9,12
110000,88000,Diesel,Individual,Manual,Second Owner,5.0,2500,16.8,1405.0,62.0,17
480000,30000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0,8
650000,50000,Diesel,Individual,Automatic,Second Owner,5.0,2000,26.59,1248.0,74.0,7
480000,80000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0,10
700000,40000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73,7
650000,110000,Diesel,Individual,Manual,Third Owner,7.0,1750,20.77,1248.0,88.76,8
1300000,48000,Diesel,Individual,Manual,Second Owner,5.0,2750,19.67,1582.0,126.2,8
1350000,97000,Diesel,Individual,Automatic,First Owner,5.0,2500,16.96,1968.0,138.03,7
1000000,60000,Diesel,Individual,Automatic,First Owner,5.0,3000,22.15,1498.0,108.6,7
1700000,110000,Diesel,Individual,Automatic,Third Owner,5.0,2400,0.0,2987.0,165.0,12
1080000,12800,Petrol,Individual,Automatic,First Owner,5.0,4200,17.8,1496.0,105.5,5
170000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,11
610000,49000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,6
350000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,85.8,9
260000,65000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3,7
700000,20000,Diesel,Individual,Manual,First Owner,5.0,2000,20.4,1248.0,91.7,8
678000,17000,Petrol,Individual,Manual,First Owner,5.0,4300,18.78,999.0,75.0,5
800000,15000,Diesel,Individual,Manual,First Owner,5.0,1750,23.65,1248.0,88.5,8
400000,120000,Diesel,Individual,Manual,Second Owner,5.0,2400,23.59,1364.0,67.04,9
300000,49000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,80.0,13
520000,29000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,7
850000,55000,Diesel,Individual,Automatic,First Owner,5.0,2250,19.61,1461.0,108.5,6
1460000,5000,Diesel,Individual,Manual,First Owner,7.0,2500,17.3,1497.0,121.0,4
830000,35000,Diesel,Individual,Manual,First Owner,5.0,2750,21.5,1497.0,108.5,6
430000,5000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.63,1198.0,67.0,5
850000,60000,Diesel,Individual,Manual,First Owner,5.0,3250,22.77,1498.0,98.59,6
650000,70000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14,6
120000,120000,Diesel,Individual,Manual,Second Owner,5.0,2750,16.8,1493.0,110.0,15
730000,65100,Diesel,Individual,Manual,Second Owner,7.0,2800,18.49,1493.0,100.0,7
525000,20000,Petrol,Individual,Automatic,First Owner,5.0,4200,20.89,1197.0,81.8,4
600000,108000,Diesel,Individual,Manual,First Owner,5.0,2750,21.19,1396.0,88.73,8
500000,15000,Petrol,Individual,Manual,First Owner,5.0,4200,21.21,1197.0,81.8,4
150000,77000,Petrol,Individual,Manual,First Owner,5.0,3000,17.92,1086.0,62.1,14
409999,18500,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,8
625000,120000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0,7
290000,15200,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3,8
500000,35000,Petrol,Individual,Manual,First Owner,7.0,4600,17.3,1497.0,117.3,8
475000,80000,Diesel,Individual,Manual,First Owner,5.0,2750,22.32,1582.0,126.32,12
190000,70000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,10
750000,80000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0,9
525000,120000,Diesel,Individual,Manual,Second Owner,5.0,2250,19.01,1461.0,108.5,9
495000,82000,Diesel,Individual,Manual,Third Owner,5.0,2000,17.3,1998.0,163.7,11
2625000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0,6
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56,4
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0,6
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94,8
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0,4
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7,7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05,10
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,5
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7,7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6,10
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,4
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73,6
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,5
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97,6
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76,4
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5,7
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0,5
321000,60000,Petrol,Individual,Automatic,Second Owner,5.0,4800,16.8,1497.0,118.0,13
585000,50000,Petrol,Individual,Manual,First Owner,5.0,3100,17.71,1197.0,78.9,6
225000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,20.0,1399.0,68.0,12
500000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6,6
350000,90000,Diesel,Individual,Manual,Third Owner,5.0,2750,23.0,1396.0,90.0,12
756000,70000,Diesel,Individual,Manual,Second Owner,7.0,1750,24.52,1248.0,88.5,7
240000,50000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3,9
80000,120000,Petrol,Individual,Manual,Second Owner,8.0,3000,19.7,796.0,35.0,11
800000,5000,Petrol,Individual,Manual,First Owner,5.0,11473,17.19,1197.0,81.86,4
1250000,25000,Diesel,Individual,Manual,First Owner,7.0,3000,17.6,2179.0,147.94,5
320000,80000,Diesel,Individual,Manual,Third Owner,7.0,2800,12.05,2179.0,120.0,14
509999,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,6
650000,15000,Diesel,Individual,Manual,First Owner,5.0,3000,22.95,1248.0,74.0,4
210000,35000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1,12
110000,80000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,15
665000,25000,Diesel,Individual,Manual,First Owner,5.0,2750,21.5,1497.0,108.5,6
555000,52000,Diesel,Individual,Manual,First Owner,5.0,3000,21.66,1498.0,108.62,6
560000,52000,Diesel,Individual,Manual,First Owner,5.0,3000,21.66,1498.0,108.62,6
375000,80000,Diesel,Individual,Manual,First Owner,6.0,2250,25.32,1198.0,77.0,7
2950000,50000,Diesel,Individual,Automatic,First Owner,7.0,2400,15.04,2755.0,174.5,6
605000,127000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02,6
720000,30000,Petrol,Individual,Manual,First Owner,5.0,4800,17.5,1199.0,88.7,6
800000,70000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5,6
1325000,54000,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,6
625000,120000,Diesel,Individual,Manual,Second Owner,6.0,2000,10.5,2835.0,116.9,12
350000,116500,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0,12
600000,145000,Diesel,Individual,Manual,Second Owner,8.0,3400,12.99,2494.0,100.0,11
300000,120000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,82.85,11
240000,120000,Diesel,Individual,Manual,First Owner,7.0,2700,13.93,2179.0,138.1,12
377000,80000,Diesel,Individual,Manual,First Owner,5.0,3000,25.83,1498.0,99.0,7
450000,140000,Petrol,Individual,Manual,First Owner,7.0,4000,16.02,1373.0,93.7,10
160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,13.9,1599.0,103.2,15
525000,100000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86,4
550000,168000,Diesel,Individual,Manual,Second Owner,8.0,3400,12.8,2494.0,102.0,12
270000,120000,Diesel,Individual,Manual,Third Owner,5.0,2600,18.3,1991.0,147.9,13
570000,145000,Diesel,Individual,Manual,Second Owner,5.0,2400,23.59,1364.0,67.05,7
225000,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0,12
590000,90000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86,4
1675000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.1,1956.0,170.0,5
800000,33000,Petrol,Dealer,Manual,First Owner,5.0,4250,19.4,1194.0,94.93,4
450000,13500,Petrol,Individual,Manual,First Owner,5.0,5000,18.2,1199.0,82.4,9
300000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,70.0,11
645000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,6
520000,58000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0,10
200000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,10
700000,30000,Petrol,Individual,Manual,First Owner,5.0,4600,17.4,1497.0,117.3,8
45000,50000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0,23
459999,73000,Diesel,Individual,Manual,First Owner,5.0,3000,25.83,1498.0,99.0,7
325000,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,23.2,1248.0,73.94,9
350000,50000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.51,998.0,67.04,8
440000,80000,Diesel,Individual,Manual,Third Owner,5.0,2750,22.32,1582.0,126.3,12
320000,70000,Diesel,Individual,Manual,Second Owner,5.0,2750,21.9,1396.0,90.0,12
169000,41000,Petrol,Individual,Manual,First Owner,5.0,4200,18.0,995.0,62.0,12
350000,50000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3750,16.47,1198.0,73.9,10
350000,113226,Diesel,Dealer,Manual,First Owner,5.0,2000,19.68,1399.0,67.0,9
310000,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.1,10
420000,160500,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2775,13.5,2179.0,115.0,13
685000,30000,Petrol,Individual,Automatic,First Owner,5.0,4000,19.12,1373.0,91.1,8
560000,132000,Diesel,Individual,Manual,Second Owner,5.0,1750,19.72,1461.0,108.45,9
470000,120000,Diesel,Individual,Manual,Third Owner,5.0,2000,22.9,1248.0,74.0,10
380000,80000,Petrol,Individual,Manual,Second Owner,5.0,3000,16.2,1599.0,103.2,12
670000,57000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.4,1997.0,120.0,8
550000,5000,Petrol,Individual,Manual,First Owner,5.0,4200,22.0,1197.0,81.8,5
749000,25000,Petrol,Individual,Manual,First Owner,5.0,4200,17.01,1591.0,121.3,7
899000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,19.67,1582.0,126.2,8
290000,88000,Diesel,Individual,Manual,Third Owner,5.0,2000,16.52,1991.0,123.7,12
869999,217000,Diesel,Individual,Manual,Second Owner,7.0,3400,12.99,2494.0,100.6,9
350000,60000,Petrol,Individual,Manual,First Owner,7.0,4000,20.62,1198.0,67.0,8
500000,43000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14,6
400000,77000,Diesel,Individual,Automatic,Second Owner,5.0,2500,21.66,1498.0,103.6,9
260000,30000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3,7
220000,40000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3,8
190000,139000,Diesel,Individual,Manual,Second Owner,8.0,1750,18.2,1248.0,73.8,9
400000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,7
170000,76000,Diesel,Individual,Manual,Second Owner,5.0,1750,25.44,936.0,56.3,9
650000,3500,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.86,4
60000,62000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0,16
300000,110000,Petrol,Individual,Manual,Second Owner,7.0,3750,12.0,2092.0,127.0,16
125000,40000,Petrol,Individual,Manual,Second Owner,5.0,4200,16.2,995.0,62.1,11
500000,1500000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,140.0,11
170000,70000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3,12
310000,77000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9,11
130000,110000,Petrol,Individual,Manual,Second Owner,5.0,4200,18.0,995.0,62.0,12
465000,20000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,7
800000,120005,Diesel,Individual,Automatic,Second Owner,5.0,2800,11.0,2987.0,198.5,18
260000,16830,Petrol,Individual,Manual,First Owner,5.0,3500,20.2,998.0,67.1,11
500000,70000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0,10
325000,38000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0,6
400000,80000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0,10
3200000,50000,Diesel,Individual,Manual,First Owner,7.0,2600,14.24,2755.0,174.5,5
200000,50000,Diesel,Individual,Manual,First Owner,5.0,2500,17.88,1396.0,52.8,16
450000,52000,Diesel,Individual,Manual,First Owner,7.0,2800,17.21,1493.0,100.0,10
229999,50000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,70.0,11
340000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,7
550000,103000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1,9
975000,93468,Diesel,Individual,Automatic,Second Owner,7.0,2500,11.4,2953.0,153.86,12
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0,4
225000,80000,Petrol,Individual,Manual,Second Owner,5.0,3800,14.0,1595.0,102.0,13
3250000,12000,Diesel,Individual,Automatic,First Owner,7.0,2500,10.91,3198.0,197.0,5
280000,70000,Diesel,Individual,Manual,First Owner,5.0,3000,25.0,1396.0,69.0,10
700000,4500,Petrol,Individual,Manual,First Owner,5.0,4800,19.5,1199.0,88.76,4
259000,35000,Diesel,Individual,Manual,First Owner,5.0,3000,23.03,1396.0,69.0,11
3200000,60000,Diesel,Individual,Automatic,First Owner,7.0,2400,15.04,2755.0,174.5,5
1400000,30000,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,1997.0,140.0,5
416000,40000,Petrol,Individual,Automatic,First Owner,5.0,4250,17.01,1499.0,110.4,8
250000,70000,Diesel,Individual,Manual,First Owner,5.0,3000,19.0,1248.0,90.0,12
210000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,21.12,1248.0,88.8,13
290000,120000,Diesel,Individual,Manual,Second Owner,8.0,2800,12.05,2179.0,120.0,15
220000,90000,Diesel,Individual,Manual,First Owner,5.0,3000,23.03,1396.0,69.0,11
246000,35000,Diesel,Individual,Manual,Second Owner,5.0,3000,23.03,1396.0,69.0,11
260000,30000,Petrol,Individual,Manual,First Owner,8.0,2500,16.8,796.0,34.2,5
1050000,70000,Diesel,Individual,Manual,First Owner,5.0,2750,21.38,1396.0,88.7,5
290000,60000,Diesel,Individual,Manual,First Owner,5.0,3000,21.02,1248.0,88.76,11
310000,70000,Diesel,Individual,Manual,First Owner,5.0,3000,25.0,1396.0,69.0,10
700000,6000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,5
550000,20000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,81.8,7
450000,70000,Diesel,Individual,Manual,First Owner,5.0,2500,19.09,1405.0,69.01,6
773000,65000,Petrol,Individual,Manual,First Owner,5.0,4600,17.8,1497.0,117.3,7
450000,25000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0,6
409999,10000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0,4
45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,2500,16.1,796.0,37.0,20
600000,80000,Petrol,Individual,Automatic,Second Owner,5.0,4400,11.07,2496.0,179.5,9
250000,63000,Petrol,Individual,Manual,First Owner,5.0,4400,18.6,1199.0,79.4,13
70000,100000,Diesel,Individual,Manual,First Owner,5.0,2500,16.8,1405.0,62.0,15
690000,1303,Petrol,Dealer,Manual,First Owner,5.0,4500,17.8,1198.0,86.7,4
3975000,31800,Diesel,Dealer,Automatic,First Owner,5.0,3000,17.01,1968.0,188.0,5
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56,4
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0,6
4100000,17000,Petrol,Individual,Automatic,First Owner,5.0,4300,9.5,3604.0,280.0,6
1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4200,17.1,1496.0,105.5,5
1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4200,17.1,1496.0,105.5,5
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7,7
925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,5.0,1750,28.09,1248.0,88.5,5
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7,7
430000,16589,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,20.51,998.0,67.04,5
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6,10
675000,53201,Petrol,Trustmark Dealer,Manual,Second Owner,5.0,4600,17.8,1497.0,117.3,7
570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4200,21.01,1197.0,81.8,6
850000,53619,Diesel,Trustmark Dealer,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,6
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76,4
640000,6001,Petrol,Dealer,Manual,First Owner,5.0,4500,15.9,1496.0,120.69,5
250000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,19.09,1405.0,69.01,10
1250000,12000,Diesel,Individual,Manual,First Owner,5.0,1750,19.6,1461.0,108.45,5
889000,25000,Petrol,Individual,Manual,First Owner,5.0,4500,17.0,1497.0,121.31,6
750000,40000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.54,1396.0,88.73,6
320000,130000,Diesel,Individual,Manual,Third Owner,5.0,2000,17.8,1248.0,75.0,13
600000,202000,Diesel,Individual,Manual,First Owner,5.0,2500,17.67,1968.0,138.08,12
1000000,40000,Diesel,Individual,Manual,First Owner,5.0,1750,28.09,1248.0,88.5,5
110000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4500,17.3,993.0,60.0,23
250000,120000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0,15
600000,60000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0,8
165000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,19.0,998.0,67.1,14
118000,60000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,19
700000,78000,Diesel,Individual,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,7
585000,80000,Diesel,Individual,Manual,Second Owner,5.0,1900,20.46,1461.0,83.8,10
120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,19.7,796.0,46.3,17
65000,90000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,2500,16.1,796.0,37.0,20
150000,100000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,17
150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,19.7,796.0,46.3,14
170000,160000,Diesel,Individual,Manual,Third Owner,5.0,2500,13.1,1493.0,82.0,19
250000,120000,Diesel,Individual,Manual,Third Owner,8.0,2800,10.5,2179.0,120.0,17
100000,100000,Diesel,Individual,Manual,Third Owner,5.0,2500,13.1,1493.0,82.0,18
599000,60000,Diesel,Individual,Manual,Second Owner,7.0,1750,20.77,1248.0,88.76,10
250000,135000,Diesel,Individual,Manual,Third Owner,5.0,2600,18.3,1991.0,147.9,13
570000,90000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,81.8,7
440000,75000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.07,1199.0,73.9,10
300000,185000,Diesel,Individual,Manual,Second Owner,7.0,3400,11.4,2494.0,100.6,18
300000,71717,Petrol,Individual,Automatic,Second Owner,5.0,4400,19.34,1198.0,76.0,8
500000,150000,Diesel,Individual,Automatic,Second Owner,8.0,2800,11.79,2179.0,120.0,12
660000,55000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0,7
256000,90000,Petrol,Individual,Manual,Second Owner,5.0,3400,15.3,1596.0,99.6,11
409999,35000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0,5
